************pruning  85  of the netD****************
Layer-wise pruning =  True
Autoencoder layer-wise pruning percentages
encoder.0.weight :  122 / 144 0.8472222222222222
encoder.0.bias :  13 / 16 0.8125
encoder.3.weight :  979 / 1152 0.8498263888888888
encoder.3.bias :  6 / 8 0.75
decoder.0.weight :  979 / 1152 0.8498263888888888
decoder.0.bias :  13 / 16 0.8125
decoder.2.weight :  2720 / 3200 0.85
decoder.2.bias :  6 / 8 0.75
decoder.4.weight :  27 / 32 0.84375
decoder.4.bias :  1 / 1 1.0
Fraction of weights pruned = 4866/5729 = 0.8493628905568162
epoch [1/100], loss:0.6316
epoch [2/100], loss:0.5754
epoch [3/100], loss:0.5552
epoch [4/100], loss:0.5531
epoch [5/100], loss:0.5323
epoch [6/100], loss:0.5269
epoch [7/100], loss:0.5095
epoch [8/100], loss:0.5097
epoch [9/100], loss:0.4954
epoch [10/100], loss:0.5041
epoch [11/100], loss:0.4976
epoch [12/100], loss:0.5060
epoch [13/100], loss:0.4836
epoch [14/100], loss:0.4844
epoch [15/100], loss:0.4858
epoch [16/100], loss:0.4866
epoch [17/100], loss:0.4792
epoch [18/100], loss:0.4903
epoch [19/100], loss:0.4825
epoch [20/100], loss:0.4767
epoch [21/100], loss:0.4809
epoch [22/100], loss:0.4857
epoch [23/100], loss:0.4890
epoch [24/100], loss:0.4825
epoch [25/100], loss:0.4798
epoch [26/100], loss:0.4815
epoch [27/100], loss:0.4830
epoch [28/100], loss:0.4784
epoch [29/100], loss:0.4698
epoch [30/100], loss:0.4887
epoch [31/100], loss:0.4838
epoch [32/100], loss:0.4809
epoch [33/100], loss:0.4874
epoch [34/100], loss:0.4791
epoch [35/100], loss:0.4853
epoch [36/100], loss:0.4919
epoch [37/100], loss:0.4859
epoch [38/100], loss:0.4825
epoch [39/100], loss:0.4830
epoch [40/100], loss:0.4801
epoch [41/100], loss:0.4831
epoch [42/100], loss:0.4827
epoch [43/100], loss:0.4739
epoch [44/100], loss:0.4854
epoch [45/100], loss:0.4821
epoch [46/100], loss:0.4820
epoch [47/100], loss:0.4892
epoch [48/100], loss:0.4782
epoch [49/100], loss:0.4811
epoch [50/100], loss:0.4848
epoch [51/100], loss:0.4832
epoch [52/100], loss:0.4796
epoch [53/100], loss:0.4718
epoch [54/100], loss:0.4773
epoch [55/100], loss:0.4857
epoch [56/100], loss:0.4903
epoch [57/100], loss:0.4826
epoch [58/100], loss:0.4849
epoch [59/100], loss:0.4834
epoch [60/100], loss:0.4828
epoch [61/100], loss:0.4710
epoch [62/100], loss:0.4810
epoch [63/100], loss:0.4806
epoch [64/100], loss:0.4738
epoch [65/100], loss:0.4807
epoch [66/100], loss:0.4815
epoch [67/100], loss:0.4801
epoch [68/100], loss:0.4899
epoch [69/100], loss:0.4801
epoch [70/100], loss:0.4896
epoch [71/100], loss:0.4882
epoch [72/100], loss:0.4822
epoch [73/100], loss:0.4882
epoch [74/100], loss:0.4785
epoch [75/100], loss:0.4801
epoch [76/100], loss:0.4746
epoch [77/100], loss:0.4872
epoch [78/100], loss:0.4807
epoch [79/100], loss:0.4843
epoch [80/100], loss:0.4806
epoch [81/100], loss:0.4773
epoch [82/100], loss:0.4786
epoch [83/100], loss:0.4773
epoch [84/100], loss:0.4728
epoch [85/100], loss:0.4829
epoch [86/100], loss:0.4835
epoch [87/100], loss:0.4869
epoch [88/100], loss:0.4794
epoch [89/100], loss:0.4752
epoch [90/100], loss:0.4815
epoch [91/100], loss:0.4836
epoch [92/100], loss:0.4702
epoch [93/100], loss:0.4844
epoch [94/100], loss:0.4806
epoch [95/100], loss:0.4834
epoch [96/100], loss:0.4760
epoch [97/100], loss:0.4843
epoch [98/100], loss:0.4769
epoch [99/100], loss:0.4755
epoch [100/100], loss:0.4778
