************pruning  95  of the network****************
Layer-wise pruning =  False
Autoencoder layer-wise pruning percentages
encoder.0.weight :  140 / 144 0.9722222222222222
encoder.3.weight :  1102 / 1152 0.9565972222222222
decoder.0.weight :  1081 / 1152 0.9383680555555556
decoder.2.weight :  3071 / 3200 0.9596875
decoder.4.weight :  2 / 32 0.0625
Fraction of weights pruned = 5396/5680 = 0.95
epoch [1/200], loss:0.4019
epoch [2/200], loss:0.3730
epoch [3/200], loss:0.3698
epoch [4/200], loss:0.3491
epoch [5/200], loss:0.3446
epoch [6/200], loss:0.3319
epoch [7/200], loss:0.3333
epoch [8/200], loss:0.3075
epoch [9/200], loss:0.3233
epoch [10/200], loss:0.3064
epoch [11/200], loss:0.3039
epoch [12/200], loss:0.3016
epoch [13/200], loss:0.2980
epoch [14/200], loss:0.2984
epoch [15/200], loss:0.3150
epoch [16/200], loss:0.3220
epoch [17/200], loss:0.3106
epoch [18/200], loss:0.2891
epoch [19/200], loss:0.2867
epoch [20/200], loss:0.2949
epoch [21/200], loss:0.2971
epoch [22/200], loss:0.2891
epoch [23/200], loss:0.2964
epoch [24/200], loss:0.2944
epoch [25/200], loss:0.2831
epoch [26/200], loss:0.2906
epoch [27/200], loss:0.3070
epoch [28/200], loss:0.2934
epoch [29/200], loss:0.2795
epoch [30/200], loss:0.3060
epoch [31/200], loss:0.2994
epoch [32/200], loss:0.2971
epoch [33/200], loss:0.3078
epoch [34/200], loss:0.2886
epoch [35/200], loss:0.3062
epoch [36/200], loss:0.3144
epoch [37/200], loss:0.3065
epoch [38/200], loss:0.2793
epoch [39/200], loss:0.2862
epoch [40/200], loss:0.2880
epoch [41/200], loss:0.2769
epoch [42/200], loss:0.2994
epoch [43/200], loss:0.2838
epoch [44/200], loss:0.2994
epoch [45/200], loss:0.2848
epoch [46/200], loss:0.2866
epoch [47/200], loss:0.2724
epoch [48/200], loss:0.3029
epoch [49/200], loss:0.2854
epoch [50/200], loss:0.2964
epoch [51/200], loss:0.2910
epoch [52/200], loss:0.2803
epoch [53/200], loss:0.2943
epoch [54/200], loss:0.2920
epoch [55/200], loss:0.3089
epoch [56/200], loss:0.2858
epoch [57/200], loss:0.2936
epoch [58/200], loss:0.3013
epoch [59/200], loss:0.2966
epoch [60/200], loss:0.2823
epoch [61/200], loss:0.2920
epoch [62/200], loss:0.2833
epoch [63/200], loss:0.2929
epoch [64/200], loss:0.2761
epoch [65/200], loss:0.2866
epoch [66/200], loss:0.2797
epoch [67/200], loss:0.2957
epoch [68/200], loss:0.2931
epoch [69/200], loss:0.2890
epoch [70/200], loss:0.2849
epoch [71/200], loss:0.2858
epoch [72/200], loss:0.2887
epoch [73/200], loss:0.2896
epoch [74/200], loss:0.2934
epoch [75/200], loss:0.3000
epoch [76/200], loss:0.2978
epoch [77/200], loss:0.2887
epoch [78/200], loss:0.2960
epoch [79/200], loss:0.2927
epoch [80/200], loss:0.3127
epoch [81/200], loss:0.2873
epoch [82/200], loss:0.2786
epoch [83/200], loss:0.2934
epoch [84/200], loss:0.3011
epoch [85/200], loss:0.2799
