LoggingNumber of parameters in model 2936673
Saving autoencoder as ./mnist/before_train.pth
epoch [1/100], loss:0.0169
epoch [2/100], loss:0.0109
epoch [3/100], loss:0.0082
epoch [4/100], loss:0.0093
epoch [5/100], loss:0.0069
epoch [6/100], loss:0.0061
epoch [7/100], loss:0.0053
epoch [8/100], loss:0.0043
epoch [9/100], loss:0.0050
epoch [10/100], loss:0.0047
epoch [11/100], loss:0.0042
epoch [12/100], loss:0.0034
epoch [13/100], loss:0.0035
epoch [14/100], loss:0.0032
epoch [15/100], loss:0.0034
epoch [16/100], loss:0.0031
epoch [17/100], loss:0.0034
epoch [18/100], loss:0.0030
epoch [19/100], loss:0.0029
epoch [20/100], loss:0.0027
epoch [21/100], loss:0.0027
epoch [22/100], loss:0.0027
epoch [23/100], loss:0.0029
epoch [24/100], loss:0.0022
epoch [25/100], loss:0.0024
epoch [26/100], loss:0.0026
epoch [27/100], loss:0.0025
epoch [28/100], loss:0.0024
epoch [29/100], loss:0.0024
epoch [30/100], loss:0.0021
epoch [31/100], loss:0.0023
epoch [32/100], loss:0.0023
epoch [33/100], loss:0.0022
epoch [34/100], loss:0.0020
epoch [35/100], loss:0.0020
epoch [36/100], loss:0.0020
epoch [37/100], loss:0.0025
epoch [38/100], loss:0.0019
epoch [39/100], loss:0.0021
epoch [40/100], loss:0.0019
epoch [41/100], loss:0.0019
epoch [42/100], loss:0.0021
epoch [43/100], loss:0.0033
epoch [44/100], loss:0.0019
epoch [45/100], loss:0.0024
epoch [46/100], loss:0.0019
epoch [47/100], loss:0.0017
epoch [48/100], loss:0.0019
epoch [49/100], loss:0.0018
epoch [50/100], loss:0.0016
epoch [51/100], loss:0.0017
epoch [52/100], loss:0.0019
epoch [53/100], loss:0.0019
epoch [54/100], loss:0.0019
epoch [55/100], loss:0.0018
epoch [56/100], loss:0.0018
epoch [57/100], loss:0.0020
epoch [58/100], loss:0.0017
epoch [59/100], loss:0.0016
epoch [60/100], loss:0.0015
epoch [61/100], loss:0.0015
epoch [62/100], loss:0.0017
epoch [63/100], loss:0.0015
epoch [64/100], loss:0.0015
epoch [65/100], loss:0.0016
epoch [66/100], loss:0.0015
epoch [67/100], loss:0.0016
epoch [68/100], loss:0.0017
epoch [69/100], loss:0.0016
epoch [70/100], loss:0.0019
epoch [71/100], loss:0.0015
epoch [72/100], loss:0.0019
epoch [73/100], loss:0.0016
epoch [74/100], loss:0.0014
epoch [75/100], loss:0.0016
epoch [76/100], loss:0.0016
epoch [77/100], loss:0.0021
epoch [78/100], loss:0.0020
epoch [79/100], loss:0.0015
epoch [80/100], loss:0.0015
epoch [81/100], loss:0.0015
epoch [82/100], loss:0.0017
epoch [83/100], loss:0.0017
epoch [84/100], loss:0.0019
epoch [85/100], loss:0.0015
epoch [86/100], loss:0.0015
epoch [87/100], loss:0.0015
epoch [88/100], loss:0.0014
epoch [89/100], loss:0.0014
epoch [90/100], loss:0.0014
epoch [91/100], loss:0.0015
epoch [92/100], loss:0.0014
epoch [93/100], loss:0.0019
epoch [94/100], loss:0.0013
epoch [95/100], loss:0.0014
epoch [96/100], loss:0.0013
epoch [97/100], loss:0.0017
epoch [98/100], loss:0.0013
epoch [99/100], loss:0.0015
epoch [100/100], loss:0.0013
