************pruning 80 of the network****************
Layer-wise pruning = False
Autoencoder layer-wise pruning percentages
encoder.0.weight : 1301 / 4608  0.2823350694444444
encoder.0.bias : 111 / 512  0.216796875
encoder.2.weight : 1761240 / 2097152  0.8398246765136719
encoder.2.bias : 136 / 256  0.53125
encoder.4.weight : 119556 / 131072  0.912139892578125
encoder.4.bias : 71 / 128  0.5546875
encoder.6.weight : 57092 / 73728  0.7743598090277778
encoder.6.bias : 18 / 64  0.28125
encoder.9.weight : 7874 / 18432  0.4271918402777778
encoder.9.bias : 6 / 32  0.1875
decoder.0.weight : 70370 / 147456  0.4772271050347222
decoder.0.bias : 107 / 512  0.208984375
decoder.2.weight : 426320 / 524288  0.813140869140625
decoder.2.bias : 82 / 256  0.3203125
decoder.4.weight : 102942 / 131072  0.7853851318359375
decoder.4.bias : 22 / 128  0.171875
decoder.6.weight : 120520 / 204800  0.5884765625
decoder.6.bias : 17 / 64  0.265625
decoder.8.weight : 68 / 256  0.265625
decoder.8.bias : 0 / 1  0.0
Fraction of weights pruned = 2667853/3334817 = 0.7999998200800823
Number of parameters in model 3334817
tensor([5, 0, 4, 1, 9, 2, 1, 3, 1, 4, 3, 5, 3, 6, 1, 7, 2, 8, 6, 9, 4, 0, 9, 1,
        1, 2, 4, 3, 2, 7, 3, 8, 6, 9, 0, 5, 6, 0, 7, 6, 1, 8, 7, 9, 3, 9, 8, 5,
        9, 3, 3, 0, 7, 4, 9, 8, 0, 9, 4, 1, 4, 4, 6, 0, 4, 5, 6, 1, 0, 0, 1, 7,
        1, 6, 3, 0, 2, 1, 1, 7, 9, 0, 2, 6, 7, 8, 3, 9, 0, 4, 6, 7, 4, 6, 8, 0,
        7, 8, 3, 1, 5, 7, 1, 7, 1, 1, 6, 3, 0, 2, 9, 3, 1, 1, 0, 4, 9, 2, 0, 0,
        2, 0, 2, 7, 1, 8, 6, 4])
epoch [1/100], loss:0.4057
epoch [2/100], loss:0.4062
epoch [3/100], loss:0.4129
epoch [4/100], loss:0.3723
epoch [5/100], loss:0.4013
epoch [6/100], loss:0.3958
epoch [7/100], loss:0.3950
epoch [8/100], loss:0.1799
epoch [9/100], loss:0.0575
epoch [10/100], loss:0.0366
epoch [11/100], loss:0.0310
epoch [12/100], loss:0.0295
epoch [13/100], loss:0.0271
epoch [14/100], loss:0.0235
epoch [15/100], loss:0.0205
epoch [16/100], loss:0.0205
epoch [17/100], loss:0.0199
epoch [18/100], loss:0.0187
epoch [19/100], loss:0.0195
epoch [20/100], loss:0.0199
epoch [21/100], loss:0.0165
epoch [22/100], loss:0.0166
epoch [23/100], loss:0.0177
epoch [24/100], loss:0.0147
epoch [25/100], loss:0.0165
epoch [26/100], loss:0.0165
epoch [27/100], loss:0.0155
epoch [28/100], loss:0.0150
epoch [29/100], loss:0.0150
epoch [30/100], loss:0.0137
epoch [31/100], loss:0.0137
epoch [32/100], loss:0.0141
epoch [33/100], loss:0.0171
epoch [34/100], loss:0.0137
epoch [35/100], loss:0.0125
epoch [36/100], loss:0.0123
epoch [37/100], loss:0.0134
epoch [38/100], loss:0.0124
epoch [39/100], loss:0.0126
epoch [40/100], loss:0.0126
epoch [41/100], loss:0.0133
epoch [42/100], loss:0.0129
epoch [43/100], loss:0.0112
epoch [44/100], loss:0.0113
epoch [45/100], loss:0.0127
epoch [46/100], loss:0.0101
epoch [47/100], loss:0.0116
epoch [48/100], loss:0.0111
epoch [49/100], loss:0.0132
epoch [50/100], loss:0.0127
epoch [51/100], loss:0.0109
epoch [52/100], loss:0.0107
epoch [53/100], loss:0.0117
epoch [54/100], loss:0.0117
epoch [55/100], loss:0.0098
epoch [56/100], loss:0.0104
epoch [57/100], loss:0.0095
epoch [58/100], loss:0.0089
epoch [59/100], loss:0.0107
epoch [60/100], loss:0.0113
epoch [61/100], loss:0.0103
epoch [62/100], loss:0.0101
epoch [63/100], loss:0.0096
epoch [64/100], loss:0.0113
epoch [65/100], loss:0.0109
epoch [66/100], loss:0.0101
epoch [67/100], loss:0.0104
epoch [68/100], loss:0.0102
epoch [69/100], loss:0.0112
epoch [70/100], loss:0.0100
epoch [71/100], loss:0.0089
epoch [72/100], loss:0.0106
epoch [73/100], loss:0.0095
epoch [74/100], loss:0.0100
epoch [75/100], loss:0.0093
epoch [76/100], loss:0.0104
epoch [77/100], loss:0.0096
epoch [78/100], loss:0.0099
epoch [79/100], loss:0.0093
epoch [80/100], loss:0.0109
epoch [81/100], loss:0.0094
epoch [82/100], loss:0.0102
epoch [83/100], loss:0.0091
epoch [84/100], loss:0.0105
epoch [85/100], loss:0.0094
epoch [86/100], loss:0.0087
epoch [87/100], loss:0.0100
epoch [88/100], loss:0.0101
epoch [89/100], loss:0.0085
epoch [90/100], loss:0.0100
epoch [91/100], loss:0.0087
epoch [92/100], loss:0.0092
epoch [93/100], loss:0.0103
epoch [94/100], loss:0.0095
epoch [95/100], loss:0.0092
epoch [96/100], loss:0.0083
epoch [97/100], loss:0.0088
epoch [98/100], loss:0.0090
epoch [99/100], loss:0.0088
epoch [100/100], loss:0.0095
